,premise,hypothesis,label,aug_type
293497,a baby vampire eats his spaghetti with free his hands.,A black baby eats spaghetti with no fork.,1,bert_insertion
175909,A man stands on his head in front of a crowd.,A man cuts down the branches.,2,bert_replacement
103655,a guy is walking at his four dogs.,A woman is walking dogs.,2,bert_insertion
520209,This is a bustling city now.,The now is deserted.,2,bert_replacement
283917,"Five musicians, a man x four women, practicing sheet music(using flutes) in a living room.",the group of peoppe are musician's.,0,bert_replacement
166575,The groom and bride be both derail on the Great Wall of China.,Two people watch a football game.,2,synonym_w2v
216830,A woman wears a jacket with the Canadian flag on it as a large group of Canadian colors look on a stage.,A woman is in front of the crowd.,0,back_translation
500296,A man in a black shirt and gray pants is walking with a cart past a candy isle.,A isle of man in a black shirt and gray pants personify walking with a cart past a candy isle.,0,synonym_w2v
97468,A young boy sitting on a woman's lap is trying to use a hand mixer in a blue bowl.,A young boy sitting on a woman ' s lap is test to apply a hand social in a blue sports stadium.,1,synonym_w2v
82877,"two students having a conversation sitting on nearly the entire other side of a concrete wall, which has a common sitting region are placed on the other side.",Three students are working on a project.,2,bert_insertion
496655,A man is carrying a basket on her head away from the water.,A man is outside,0,bert_replacement
298755,This is a street scene with a lot of cars and people walking around in different directions.,This is a street picture with a luck of cars and masses walking around in dissimilar directions.,1,synonym_w2v
11660,A man wearing a jacket and hat rides his bicycle among bright rays of sunshine that is streaming between an array of Autumn leafs.,A man wearing a jacket and hat rides his bicycle among bright rays of temperateness that is well out between an array of Autumn folio.,2,synonym_w2v
129751,A musician is playing accordion on the sidewalk.,The musician is in the White House.,2,bert_replacement
40745,some people parade outdoors at a park.,Some people are swinging in the park.,1,bert_insertion
350664,A little boy and a can are playing in the snow.,a boy and a playing dog,1,back_translation
314029,A man in sunglasses and a green t-shirt jumps up to hit a volleyball.,a man in oakley sunglasses and a green blue t - check shirt jumps up forward to hit a volleyball.,0,bert_insertion
303245,A man in a blue sweatshirt and a child in a tan sweater walk in opposite directions in a crowded metropolitan area.,for a man draped in a blue sweatshirt and a child in a tan green sweater to walk in opposite magnetic directions in a crowded metropolitan area.,2,bert_insertion
268794,Children playing on a merry-go-round on a chilly day.,Minor play on a merry - lead - round on a chilly day.,2,synonym_w2v
35488,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,A woman in a amobarbital sodium hat and gray sweatshirt sits with a blue - hirsute female doctor while she give an IV in her hand.,0,synonym_w2v
449226,"A table full of pictures in frames, in an external market.",Some off-frame photos in a market,1,back_translation
334829,when a family is observing in a flying show.,A family looking up into the sky at a flight show outside.,0,bert_insertion
169400,"A man with a hat, glasses, jewelry and a jacket stands against an orange wall.","A world with a lid, glasses, jewellery and a crown stands against an orange wall.",2,synonym_w2v
521973,Two people verbalise to someone campaign for a position.,Two people are eating alone.,2,synonym_w2v
355619,Two kids play and one has a beach ball.,children playing with leggas,2,back_translation
495104,A very colorful bus is pulled off to the side of the road as its passengers load.,a very famous colorful bus is pulled off to enter the west side of the road as its departing passengers load.,0,bert_insertion
512200,Trash litters the ground.,heavy trash litters towards the ground.,0,bert_insertion
497812,people walk you across a rope bridge over a pretty rocky little stream.,The people are walking across a volcano.,2,bert_insertion
202588,A group of four young men and one young woman holding spray paint cans and smiling next to their artwork.,Some people are unhappy as they look at a river.,2,bert_replacement
161172,"Two white male in a boxing pack, one with black gloves and crimson shorts that say PRZEMEK has blood spilling from his nose onto his chest and some hold swash on his right forearm, and his adversary is wearing black boxing glove and white shorts.",two men in a boxing ring during a fight,0,synonym_w2v
206792,A man in a blue shirt and black pants is sitting on a blue generator.,L'home is taking a break.,1,back_translation
232994,"a microphone is the vocal track, but there is a man with glasses holding a guitar, and in the background someone in a yellow shirt on the drum set.",A woman with glasses is holding a guitar.,2,bert_replacement
246742,for a dog licking after its lips while snowfalls.,A dog licks it's lips to taste the snow.,1,bert_insertion
63618,The cylinder's pattern could be described as red chevron.,The cylinder has a blue rectangular pattern.,2,bert_replacement
31592,"three hundred people start walking in front of "" the black odeon "".",The sun explodes,2,bert_insertion
127856,A young child wearing a gray striped t-shirt and blue shorts is playing along side the lake and rocks.,A boy is sitting at a desk,2,bert_replacement
44914,"A pregnant woman, wearing a pink shirt and blue jeans, with dark skin and short dark hair, is using exercise equipment and is smiling broadly.",A man is laughing at a pregnant woman,2,bert_replacement
102458,a sick child repeatedly splashes in water.,A child is getting wet.,0,bert_insertion
172748,Mountain biker approaching a cliffside gorge,A biker is riding with his friends to see the sights.,1,bert_replacement
373061,A single man in a black t-shirt standing above the crowd at a busy bar.,A undivided man in a black t - shirt standing above the crowd at a busy stripe.,2,synonym_w2v
500959,just a guy wearing a pink bathrobe applying shaving cream to cover his face cavity and neck.,The man just got out of the shower.,1,bert_insertion
472110,People wear life jackets sitting on a paddle boat.,People wear life jackets.,0,back_translation
232472,A person in a whitened t - shirt is jumping in nominal head of a lake.,A person in a white t-shirt is jumping in front of a lake trying to catch a frisbee.,1,synonym_w2v
322151,A band perform on level while the crowd keep with there hand in the air.,The band is a rock band playing for the crowd.,1,synonym_w2v
